DATUM;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE
2014-11-19;324.6;376;0
2014-11-20;323.1;376;0
2014-11-21;326.2;376;0
2014-11-24;327.7;361;0
2014-11-25;329;361;0
2014-11-26;329;361;0
2014-11-27;332;361;0
2014-11-28;335.3;361;0
2014-12-01;332.8;361;0
2014-12-02;333.2;361;0
2014-12-03;335.2;361;0
2014-12-04;328.2;361;0
2014-12-05;331.3;361;0
2014-12-08;335.4;361;0
2014-12-09;330.8;361;0
2014-12-10;333.1;361;0
2014-12-11;330;361;0
2014-12-12;326.8;361;0
2014-12-15;325.7;361;0
2014-12-16;323.3;361;0
2014-12-17;322.7;361;0
2014-12-18;336.4;361;0
2014-12-19;343.1;361;0
2014-12-22;341;361;0
2014-12-23;344.1;361;0
2014-12-24;344.1;361;0
2014-12-25;344.1;361;0
2014-12-26;344.1;361;0
2014-12-29;339.1;361;0
2014-12-30;338.2;361;0
2014-12-31;338.2;361;0
2015-01-01;338.2;361;0
2015-01-02;337;361;0
2015-01-05;340.5;361;0
2015-01-06;340.5;361;0
2015-01-07;328.2;361;0
2015-01-08;337.5;361;0
2015-01-09;337.9;361;0
2015-01-12;338.8;361;0
2015-01-13;340.2;361;0
2015-01-14;332.4;361;0
2015-01-15;336.3;361;0
2015-01-16;338.2;361;0
2015-01-19;339.4;361;0
2015-01-20;339.3;361;0
2015-01-21;340.3;361;0
2015-01-22;350.5;361;0
2015-01-23;352.1;361;0
2015-01-26;357.7;361;0
2015-01-27;354;361;0
2015-01-28;359.7;361;0
2015-01-29;361.1;361;0
2015-01-30;362.6;361;0
2015-02-02;364.8;361;0
2015-02-03;366.6;361;0
2015-02-04;360.7;361;0
2015-02-05;367.6;361;0
2015-02-06;368;361;0
2015-02-09;364.6;361;0
2015-02-10;368.6;361;0
2015-02-11;365.4;361;0
2015-02-12;374.3;361;0
2015-02-13;381.2;361;0
2015-02-16;383.6;361;0
2015-02-17;382.2;361;0
2015-02-18;386.2;361;0
2015-02-19;386.6;398;0
2015-02-20;392.5;398;0
2015-02-23;399.3;398;0
2015-02-24;402;398;0
2015-02-25;403.8;398;0
2015-02-26;400.5;398;0
2015-02-27;402.2;398;0
2015-03-02;402.4;398;0
2015-03-03;394.7;398;0
2015-03-04;388;398;0
2015-03-05;393.5;398;0
2015-03-06;387.6;398;0
2015-03-09;386;398;0
2015-03-10;380.5;398;0
2015-03-11;382.3;398;0
2015-03-12;381.5;398;0
2015-03-13;381.9;398;0
2015-03-16;386.7;398;0
2015-03-17;384;398;0
2015-03-18;389;398;0
2015-03-19;391.2;398;0
2015-03-20;394.2;398;0
2015-03-23;390.1;398;0
2015-03-24;390.2;398;0
2015-03-25;387.4;398;0
2015-03-26;383.7;398;0
2015-03-27;385;398;0
2015-03-30;393.6;398;0
2015-03-31;394.2;398;0
2015-04-01;392.3;398;0
2015-04-02;397.6;398;0
2015-04-03;397.6;398;0
2015-04-06;397.6;398;0
2015-04-07;396.9;398;0
2015-04-08;398.5;398;0
2015-04-09;399;398;0
2015-04-10;401;398;0
2015-04-13;395.6;398;0
2015-04-14;396;398;0
2015-04-15;398.7;398;0
2015-04-16;387.6;398;0
2015-04-17;379.3;398;0
2015-04-20;386.6;398;0
2015-04-21;389.3;398;0
2015-04-22;391.1;398;0
2015-04-23;391.2;398;0
2015-04-24;388.2;398;0
2015-04-27;400.8;398;0
2015-04-28;392.4;398;0
2015-04-29;386.1;398;0
2015-04-30;392.3;398;0
2015-05-01;392.3;398;0
2015-05-04;389.9;398;0
2015-05-05;378.6;398;0
2015-05-06;371.5;398;0
2015-05-07;375.5;398;0
2015-05-08;377.9;398;0
2015-05-11;379.2;398;0
2015-05-12;374;398;0
2015-05-13;375;398;0
2015-05-14;375;398;0
2015-05-15;385.1;398;0
2015-05-18;385.6;398;0
2015-05-19;390.3;398;0
2015-05-20;387.6;398;0
2015-05-21;390.1;398;0
2015-05-22;391.2;398;0
2015-05-25;390;398;0
2015-05-26;386;398;0
2015-05-27;392.7;398;0
2015-05-28;392.5;451;0
2015-05-29;389.5;451;0
2015-06-01;390.6;451;0
2015-06-02;387.1;451;0
2015-06-03;388.8;451;0
2015-06-04;384.2;451;0
2015-06-05;375.8;451;0
2015-06-08;375.6;451;0
2015-06-09;376.6;451;0
2015-06-10;383.1;451;0
2015-06-11;384;451;0
2015-06-12;378.6;451;0
2015-06-15;372.3;451;0
2015-06-16;377;451;0
2015-06-17;369.5;451;0
2015-06-18;368.2;451;0
2015-06-19;368.2;451;0
2015-06-22;380.1;451;0
2015-06-23;380.9;451;0
2015-06-24;376.4;451;0
2015-06-25;376.3;451;0
2015-06-26;380.6;451;0
2015-06-29;370.5;451;0
2015-06-30;368.2;451;0
2015-07-01;376.5;451;0
2015-07-02;371;451;0
2015-07-03;369.9;451;0
2015-07-06;366.6;451;0
2015-07-07;363;451;0
2015-07-08;365.3;451;0
2015-07-09;375;451;0
2015-07-10;384.2;451;0
2015-07-13;391.3;451;0
2015-07-14;389.8;451;0
2015-07-15;390.1;451;0
2015-07-16;394;451;0
2015-07-17;393;451;0
2015-07-20;400.8;451;0
2015-07-21;403.8;451;0
2015-07-22;400.9;451;0
2015-07-23;401.9;451;0
2015-07-24;399.6;451;0
2015-07-27;390.8;451;0
2015-07-28;390.1;451;0
2015-07-29;390;451;0
2015-07-30;392.7;451;0
2015-07-31;393.4;451;0
2015-08-03;393.2;451;0
2015-08-04;390.8;451;0
